"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 27 02:37:15 GMT 2023","Fri Jan 27 02:37:17 GMT 2023","1970","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","","POST Timesheets Convert-Appointment Id",""
"passed","Fri Jan 27 02:39:03 GMT 2023","Fri Jan 27 02:39:04 GMT 2023","686","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted","","","","","create authorization",""
"passed","Fri Jan 27 02:34:07 GMT 2023","Fri Jan 27 02:34:07 GMT 2023","270","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete","","","","","GET Event Timesheet by Event Id",""
"passed","Fri Jan 27 02:40:38 GMT 2023","Fri Jan 27 02:40:39 GMT 2023","489","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment is no longer active","","","","","POST Create service code",""
"passed","Fri Jan 27 02:29:47 GMT 2023","Fri Jan 27 02:29:48 GMT 2023","1093","/abctemplate","","","","","/abctemplate/testGetTemplateById",""
"passed","Fri Jan 27 02:38:08 GMT 2023","Fri Jan 27 02:38:10 GMT 2023","2022","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Client rates not setup","","","","","POST Client rates not setup",""
"passed","Fri Jan 27 02:34:12 GMT 2023","Fri Jan 27 02:34:14 GMT 2023","2318","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete","","","","","PUT Update Timesheet",""
"passed","Fri Jan 27 02:38:12 GMT 2023","Fri Jan 27 02:38:12 GMT 2023","707","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service code requires authorization","","","","","pre-requestSchedulingAddcourse",""
"passed","Fri Jan 27 02:31:33 GMT 2023","Fri Jan 27 02:31:35 GMT 2023","1947","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by the Last 30 days",""
"passed","Fri Jan 27 02:36:12 GMT 2023","Fri Jan 27 02:36:13 GMT 2023","691","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet Modifier is empty",""
"passed","Fri Jan 27 02:38:35 GMT 2023","Fri Jan 27 02:38:36 GMT 2023","311","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - A fee schedule must be chosen","","","","","Default rate",""
"passed","Fri Jan 27 02:34:51 GMT 2023","Fri Jan 27 02:34:53 GMT 2023","2150","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet StartTime is exceeded 86,400",""
"passed","Fri Jan 27 02:37:38 GMT 2023","Fri Jan 27 02:37:41 GMT 2023","2939","/timesheet/PRAC-1138 - Converted Timesheets - New Endpoint to POST Converted Timesheet","","","","","PUT Converted Timesheet",""
"passed","Fri Jan 27 02:36:23 GMT 2023","Fri Jan 27 02:36:25 GMT 2023","1668","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet CopayAmount is less 0",""
"passed","Fri Jan 27 02:36:48 GMT 2023","Fri Jan 27 02:36:51 GMT 2023","2108","/timesheet/PRAC-914 - Appointment Conversion / Converted Timesheets: Members to API - loaddiagnosiscodes","","","","","GET Diagnosis codes via Search",""
"passed","Fri Jan 27 02:36:41 GMT 2023","Fri Jan 27 02:36:41 GMT 2023","264","/timesheet/PRAC-961 -  Draft Timesheets API - GET Timesheet Exceptions By TimesheetId","","","","","auth",""
"passed","Fri Jan 27 02:40:30 GMT 2023","Fri Jan 27 02:40:33 GMT 2023","2685","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/Authorization is not authorized for general use","","","","","POST Authorization is not authorized for general use",""
"passed","Fri Jan 27 02:38:40 GMT 2023","Fri Jan 27 02:38:40 GMT 2023","516","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - A fee schedule must be chosen","","","","","DELETE Service Code",""
"passed","Fri Jan 27 02:32:02 GMT 2023","Fri Jan 27 02:32:04 GMT 2023","1729","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by the provider's last name in descending order",""
"passed","Fri Jan 27 02:31:03 GMT 2023","Fri Jan 27 02:31:08 GMT 2023","4174","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","POST Insert Timesheet",""
"passed","Fri Jan 27 02:32:11 GMT 2023","Fri Jan 27 02:32:11 GMT 2023","313","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Event Timesheet",""
"passed","Fri Jan 27 02:36:54 GMT 2023","Fri Jan 27 02:36:54 GMT 2023","232","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO/403 Copy","","","","","Login as Zucchini Squash to api",""
"passed","Fri Jan 27 02:31:25 GMT 2023","Fri Jan 27 02:31:25 GMT 2023","324","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","POST Insert Timesheet",""
"passed","Fri Jan 27 02:40:07 GMT 2023","Fri Jan 27 02:40:08 GMT 2023","296","/timesheet/PRAC-841 Timesheet Exception Migration Group 4: Authorizations & Scheduling/Amount exceeds maximum authorized","","","","","create authorization",""
"passed","Fri Jan 27 02:40:41 GMT 2023","Fri Jan 27 02:40:43 GMT 2023","1683","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment is no longer active","","","","","POST The appointment is no longer active",""
"passed","Fri Jan 27 02:32:10 GMT 2023","Fri Jan 27 02:32:11 GMT 2023","743","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","pre-requestSchedulingAddcourse",""
"passed","Fri Jan 27 02:34:45 GMT 2023","Fri Jan 27 02:34:47 GMT 2023","1506","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet StartTimeScheduled is less 0",""
"passed","Fri Jan 27 02:36:42 GMT 2023","Fri Jan 27 02:36:42 GMT 2023","644","/timesheet/PRAC-961 -  Draft Timesheets API - GET Timesheet Exceptions By TimesheetId","","","","","pre-requestSchedulingAddcourse",""
"passed","Fri Jan 27 02:37:46 GMT 2023","Fri Jan 27 02:37:46 GMT 2023","510","/timesheet/PRAC-1165 - Timesheets - Converted Timesheet Does Not Require Fee Schedule Id ","","","","","POST Converted Timesheet",""
"passed","Fri Jan 27 02:33:57 GMT 2023","Fri Jan 27 02:34:00 GMT 2023","2787","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/DraftTimesheet -> Access permissions. - ZSquash1/Password1!/364908","","","","","GET Timesheet ExceedsAuth",""
"passed","Fri Jan 27 02:40:39 GMT 2023","Fri Jan 27 02:40:39 GMT 2023","371","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment is no longer active","","","","","Default rate",""
"passed","Fri Jan 27 02:41:04 GMT 2023","Fri Jan 27 02:41:05 GMT 2023","474","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Units of service must be a positive whole number","","","","","POST Create service code",""
"passed","Fri Jan 27 02:31:21 GMT 2023","Fri Jan 27 02:31:21 GMT 2023","409","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","POST Insert Timesheet",""
"passed","Fri Jan 27 02:40:53 GMT 2023","Fri Jan 27 02:40:55 GMT 2023","2181","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service address required","","","","","POST Service address required",""
"passed","Fri Jan 27 02:37:19 GMT 2023","Fri Jan 27 02:37:20 GMT 2023","1886","/timesheet/PRAC-1184 - Get Addresses data in a single endpoint","","","","","GET Addresses data in a single endpoint",""
"passed","Fri Jan 27 02:34:01 GMT 2023","Fri Jan 27 02:34:02 GMT 2023","959","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete/403","","","","","pre-requestSchedulingAddcourse",""
"passed","Fri Jan 27 02:35:32 GMT 2023","Fri Jan 27 02:35:33 GMT 2023","1669","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet RateClient is less 0",""
"passed","Fri Jan 27 02:40:17 GMT 2023","Fri Jan 27 02:40:18 GMT 2023","759","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment has already been converted","","","","","POST Converted Timesheet",""
"passed","Fri Jan 27 02:38:02 GMT 2023","Fri Jan 27 02:38:02 GMT 2023","239","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Deleted service code","","","","","Custom rate",""
"passed","Fri Jan 27 02:31:09 GMT 2023","Fri Jan 27 02:31:12 GMT 2023","3015","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet  Filter Not Signed by providers",""
"passed","Fri Jan 27 02:41:19 GMT 2023","Fri Jan 27 02:41:20 GMT 2023","309","/timesheet/PRAC-1177 - Warning text should be updated on validation Enum 146 Copy","","","","","Edit service code",""
"passed","Fri Jan 27 02:40:48 GMT 2023","Fri Jan 27 02:40:49 GMT 2023","648","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Service date is required","","","","","POST Converted Timesheet",""
"passed","Fri Jan 27 02:39:28 GMT 2023","Fri Jan 27 02:39:28 GMT 2023","294","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Note Template Required","","","","","Default rate",""
"passed","Fri Jan 27 02:39:24 GMT 2023","Fri Jan 27 02:39:25 GMT 2023","713","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Notes - Fields are required","","","","","pre-requestSchedulingAddcourse",""
"passed","Fri Jan 27 02:36:44 GMT 2023","Fri Jan 27 02:36:46 GMT 2023","2258","/timesheet/PRAC-961 -  Draft Timesheets API - GET Timesheet Exceptions By TimesheetId","","","","","PUT  Update Timesheet with Signatures",""
"passed","Fri Jan 27 02:40:16 GMT 2023","Fri Jan 27 02:40:16 GMT 2023","358","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment has already been converted","","","","","Custom rate",""
"passed","Fri Jan 27 02:31:35 GMT 2023","Fri Jan 27 02:31:37 GMT 2023","1945","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by this month",""
"passed","Fri Jan 27 02:39:49 GMT 2023","Fri Jan 27 02:39:49 GMT 2023","345","/timesheet/PRAC-806 Validation Service - Validate Duration/Duration of appointment is within authorized allowed time (per appointment)","","","","","Custom rate",""
"passed","Fri Jan 27 02:38:45 GMT 2023","Fri Jan 27 02:38:46 GMT 2023","450","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Copay has a precision of 6 and scale of 2 (####.##)","","","","","POST Create service code",""
"passed","Fri Jan 27 02:32:04 GMT 2023","Fri Jan 27 02:32:06 GMT 2023","2201","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by the number of exceptions in ascending order",""
"passed","Fri Jan 27 02:32:21 GMT 2023","Fri Jan 27 02:32:21 GMT 2023","319","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","POST Insert Timesheet",""
"passed","Fri Jan 27 02:33:27 GMT 2023","Fri Jan 27 02:33:30 GMT 2023","2238","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/DraftTimesheet -> Access permissions. - ZSquash1/Password1!/364908","","","","","GET Timesheet sort - ServiceDate",""
"failed","Fri Jan 27 02:37:25 GMT 2023","Fri Jan 27 02:37:27 GMT 2023","2060","/timesheet/PRAC-1132 - The API endpoint for Edit and Convert timesheet is not allowing empty fee schedule id vlaue to be passed","","","","","POST Timesheets Convert-Appointment Id without Fee schedule",""
"passed","Fri Jan 27 02:40:15 GMT 2023","Fri Jan 27 02:40:16 GMT 2023","440","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment has already been converted","","","","","POST Create service code",""
"passed","Fri Jan 27 02:36:43 GMT 2023","Fri Jan 27 02:36:44 GMT 2023","356","/timesheet/PRAC-961 -  Draft Timesheets API - GET Timesheet Exceptions By TimesheetId","","","","","GET Timesheet",""
"passed","Fri Jan 27 02:34:54 GMT 2023","Fri Jan 27 02:34:56 GMT 2023","2252","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet EndTimeScheduled is less 0",""
"passed","Fri Jan 27 02:41:52 GMT 2023","Fri Jan 27 02:41:54 GMT 2023","1924","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","PUT Converted Timesheet Service Address",""
"passed","Fri Jan 27 02:31:44 GMT 2023","Fri Jan 27 02:31:47 GMT 2023","3146","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by draft timesheets without exceptions",""
"passed","Fri Jan 27 02:40:08 GMT 2023","Fri Jan 27 02:40:11 GMT 2023","2646","/timesheet/PRAC-841 Timesheet Exception Migration Group 4: Authorizations & Scheduling/Amount exceeds maximum authorized","","","","","POST Amount exceeds maximum authorized",""
"passed","Fri Jan 27 02:38:24 GMT 2023","Fri Jan 27 02:38:24 GMT 2023","315","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Service notes are required","","","","","POST Create service code",""
"passed","Fri Jan 27 02:41:56 GMT 2023","Fri Jan 27 02:41:58 GMT 2023","1865","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","PUT Converted Timesheet Provider signature",""
"passed","Fri Jan 27 02:36:25 GMT 2023","Fri Jan 27 02:36:25 GMT 2023","324","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","GET Timesheet",""
"passed","Fri Jan 27 02:40:55 GMT 2023","Fri Jan 27 02:40:56 GMT 2023","288","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Time worked","","","","","Default rate",""
"passed","Fri Jan 27 02:36:57 GMT 2023","Fri Jan 27 02:36:58 GMT 2023","349","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","","auth",""
"passed","Fri Jan 27 02:34:24 GMT 2023","Fri Jan 27 02:34:26 GMT 2023","2037","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete","","","","","DELETE Timesheet 404 if the timesheet was not found for the id sent",""
"passed","Fri Jan 27 02:33:09 GMT 2023","Fri Jan 27 02:33:11 GMT 2023","1592","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/Billing-> Access permissions - CGarcia6/Password1!/290681","","","","","GET Timesheet ClientSig",""
"passed","Fri Jan 27 02:41:05 GMT 2023","Fri Jan 27 02:41:06 GMT 2023","791","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Units of service must be a positive whole number","","","","","pre-requestSchedulingAddcourse",""
"passed","Fri Jan 27 02:30:44 GMT 2023","Fri Jan 27 02:30:45 GMT 2023","1780","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint/PRAC-953 - Sort","","","","","GET All Timesheets Sort-ClientLastName",""
"passed","Fri Jan 27 02:41:32 GMT 2023","Fri Jan 27 02:41:34 GMT 2023","1503","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint/Billing > Timesheets > Allow Conversion Modification /The employee doesn't have permission","","","","","PUT Converted Timesheet Allow Conversion Modification",""
"passed","Fri Jan 27 02:34:58 GMT 2023","Fri Jan 27 02:35:00 GMT 2023","1579","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet EndTime is less 0",""
"passed","Fri Jan 27 02:38:17 GMT 2023","Fri Jan 27 02:38:20 GMT 2023","2615","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Admin notes are required","","","","","POST Admin notes are required",""
"passed","Fri Jan 27 02:38:11 GMT 2023","Fri Jan 27 02:38:11 GMT 2023","324","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service code requires authorization","","","","","POST Create service code",""
"passed","Fri Jan 27 02:38:11 GMT 2023","Fri Jan 27 02:38:11 GMT 2023","310","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service code requires authorization","","","","","Default rate",""
"passed","Fri Jan 27 02:41:56 GMT 2023","Fri Jan 27 02:41:56 GMT 2023","286","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","GET Timesheet convert",""
"passed","Fri Jan 27 02:38:01 GMT 2023","Fri Jan 27 02:38:02 GMT 2023","297","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Deleted service code","","","","","Default rate",""
"passed","Fri Jan 27 02:35:31 GMT 2023","Fri Jan 27 02:35:32 GMT 2023","367","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","GET Timesheet",""
"passed","Fri Jan 27 02:32:30 GMT 2023","Fri Jan 27 02:32:31 GMT 2023","580","/timesheet/PRAC-719 Draft Timesheets API ","","","","","DELETE Timecheet",""
"passed","Fri Jan 27 02:39:32 GMT 2023","Fri Jan 27 02:39:32 GMT 2023","292","/timesheet/PRAC-866  Validation Service - Segment Start/End Time Modification/Change Start/End Time ","","","","","Default rate",""
"passed","Fri Jan 27 02:30:48 GMT 2023","Fri Jan 27 02:30:48 GMT 2023","433","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint/PRAC-953 - Sort","","","","","pre-requestSchedulingAddcourse for Client-350639 (Buddy Stanley) and Employee-290681(Christian Garcia)",""
"passed","Fri Jan 27 02:36:08 GMT 2023","Fri Jan 27 02:36:09 GMT 2023","353","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","GET Timesheet",""
"passed","Fri Jan 27 02:41:24 GMT 2023","Fri Jan 27 02:41:24 GMT 2023","394","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint/Billing > Timesheets > Allow Conversion Modification /The employee doesn't have permission","","","","","auth",""
"passed","Fri Jan 27 02:37:36 GMT 2023","Fri Jan 27 02:37:37 GMT 2023","760","/timesheet/PRAC-1138 - Converted Timesheets - New Endpoint to POST Converted Timesheet","","","","","pre-requestSchedulingAddcourse Copy",""
"passed","Fri Jan 27 02:37:07 GMT 2023","Fri Jan 27 02:37:11 GMT 2023","3279","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","","POST Timesheets Convert-Draft Id 400",""
"passed","Fri Jan 27 02:41:37 GMT 2023","Fri Jan 27 02:41:38 GMT 2023","322","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","PUT Create service code",""
"passed","Fri Jan 27 02:36:55 GMT 2023","Fri Jan 27 02:36:57 GMT 2023","2079","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO/403 Copy","","","","","POST Timesheets Convert-Appointment Id 403",""
"passed","Fri Jan 27 02:39:53 GMT 2023","Fri Jan 27 02:39:54 GMT 2023","465","/timesheet/PRAC-806 Validation Service - Validate Duration/Duration of appointment is within authorized allowed time (per appointment)","","","","","DELETE Service Code",""
"passed","Fri Jan 27 02:38:31 GMT 2023","Fri Jan 27 02:38:31 GMT 2023","383","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Service notes must be at least 140 characters","","","","","Custom rate",""
"passed","Fri Jan 27 02:41:51 GMT 2023","Fri Jan 27 02:41:52 GMT 2023","285","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","GET Timesheet convert",""
"passed","Fri Jan 27 02:41:14 GMT 2023","Fri Jan 27 02:41:14 GMT 2023","329","/timesheet/PRAC-1185 - Update language of verification exception","","","","","authOldAPI",""
"passed","Fri Jan 27 02:41:36 GMT 2023","Fri Jan 27 02:41:37 GMT 2023","387","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","Custom rate",""
"passed","Fri Jan 27 02:35:55 GMT 2023","Fri Jan 27 02:35:56 GMT 2023","1587","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet RateClientDriveMileage is exceeded scale 18 and precision 5",""
"passed","Fri Jan 27 02:39:34 GMT 2023","Fri Jan 27 02:39:37 GMT 2023","3523","/timesheet/PRAC-866  Validation Service - Segment Start/End Time Modification/Change Start/End Time ","","","","","End Time",""
"passed","Fri Jan 27 02:32:50 GMT 2023","Fri Jan 27 02:32:52 GMT 2023","1705","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/Billing-> Access permissions - CGarcia6/Password1!/290681","","","","","GET Timesheet sort - ExceptionCount",""
"passed","Fri Jan 27 02:33:21 GMT 2023","Fri Jan 27 02:33:23 GMT 2023","1580","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/DraftTimesheet -> Access permissions. - ZSquash1/Password1!/364908","","","","","GET Timesheet sort - ProviderContactId",""
"passed","Fri Jan 27 02:38:08 GMT 2023","Fri Jan 27 02:38:08 GMT 2023","440","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Client rates not setup","","","","","Delete default rate",""
"passed","Fri Jan 27 02:38:46 GMT 2023","Fri Jan 27 02:38:46 GMT 2023","372","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Copay has a precision of 6 and scale of 2 (####.##)","","","","","Default rate",""
"passed","Fri Jan 27 02:36:54 GMT 2023","Fri Jan 27 02:36:55 GMT 2023","282","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO/403 Copy","","","","","Login to Members as Zucchini Squash",""
"passed","Fri Jan 27 02:35:24 GMT 2023","Fri Jan 27 02:35:28 GMT 2023","3537","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet DriveMileageScheduled is exceeded scale 9 and precision 2",""
"passed","Fri Jan 27 02:38:35 GMT 2023","Fri Jan 27 02:38:35 GMT 2023","336","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - A fee schedule must be chosen","","","","","POST Create service code",""
"passed","Fri Jan 27 02:30:30 GMT 2023","Fri Jan 27 02:30:31 GMT 2023","281","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint/PRAC-953 - Sort","","","","","POST Insert Timesheet for Client-350639(Buddy Stanley) and Employee-361275(Tuna Fish)",""
"passed","Fri Jan 27 02:41:54 GMT 2023","Fri Jan 27 02:41:56 GMT 2023","1867","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","PUT Converted Timesheet Client signature",""
"passed","Fri Jan 27 02:41:29 GMT 2023","Fri Jan 27 02:41:30 GMT 2023","556","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint/Billing > Timesheets > Allow Conversion Modification /The employee doesn't have permission","","","","","Custom rate",""
"failed","Fri Jan 27 02:37:06 GMT 2023","Fri Jan 27 02:37:07 GMT 2023","1612","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","","POST Timesheets Convert-Draft Id",""
"passed","Fri Jan 27 02:34:02 GMT 2023","Fri Jan 27 02:34:02 GMT 2023","322","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete/403","","","","","GET Event Timesheet",""
"passed","Fri Jan 27 02:36:32 GMT 2023","Fri Jan 27 02:36:33 GMT 2023","232","/timesheet/PRAC-982 Unauthorized service-code requests returns 500 instead of 403","","","","","auth",""
"passed","Fri Jan 27 02:38:01 GMT 2023","Fri Jan 27 02:38:01 GMT 2023","386","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Deleted service code","","","","","authOldAPI",""
"passed","Fri Jan 27 02:38:25 GMT 2023","Fri Jan 27 02:38:25 GMT 2023","433","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Service notes are required","","","","","Custom rate",""
"passed","Fri Jan 27 02:40:59 GMT 2023","Fri Jan 27 02:41:00 GMT 2023","461","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - End time must be greater than start time","","","","","POST Create service code",""
"passed","Fri Jan 27 02:38:51 GMT 2023","Fri Jan 27 02:38:52 GMT 2023","466","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Restrict Early Timesheet Conversion","","","","","Custom rate",""
"passed","Fri Jan 27 02:30:12 GMT 2023","Fri Jan 27 02:30:12 GMT 2023","424","Auth","","","","","authOldAPI",""
"passed","Fri Jan 27 02:39:00 GMT 2023","Fri Jan 27 02:39:00 GMT 2023","481","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted","","","","","POST Create service code",""
