"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 20:26:22 GMT 2023","Thu Feb 02 20:26:22 GMT 2023","743","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted","","","","","create authorization",""
"passed","Thu Feb 02 20:20:38 GMT 2023","Thu Feb 02 20:20:40 GMT 2023","2009","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by the provider's last name in ascending order",""
"passed","Thu Feb 02 20:19:21 GMT 2023","Thu Feb 02 20:19:22 GMT 2023","306","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint/PRAC-953 - Sort","","","","","POST Insert Timesheet for Employee-361275(Tuna Fish)",""
"passed","Thu Feb 02 20:22:17 GMT 2023","Thu Feb 02 20:22:17 GMT 2023","154","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete/403","","","","","POST Insert Timesheet",""
"passed","Thu Feb 02 20:28:15 GMT 2023","Thu Feb 02 20:28:16 GMT 2023","1502","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint/Billing > Timesheets > Allow Conversion Modification /The employee doesn't have permission","","","","","PUT Converted Timesheet Allow Conversion Modification",""
"passed","Thu Feb 02 20:25:55 GMT 2023","Thu Feb 02 20:25:55 GMT 2023","270","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Service notes are required","","","","","Edit service code",""
"failed","Thu Feb 02 20:28:01 GMT 2023","Thu Feb 02 20:28:01 GMT 2023","214","/timesheet/PRAC-1185 - Update language of verification exception","","","","","pre-request GET Auth Code",""
"passed","Thu Feb 02 20:28:19 GMT 2023","Thu Feb 02 20:28:19 GMT 2023","290","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","Custom rate",""
"passed","Thu Feb 02 20:19:24 GMT 2023","Thu Feb 02 20:19:24 GMT 2023","388","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint/PRAC-953 - Sort","","","","","pre-requestSchedulingAddcourse for Client-350639(Buddy Stanley) and Employee-361275(Tuna Fish)",""
"passed","Thu Feb 02 20:26:51 GMT 2023","Thu Feb 02 20:26:54 GMT 2023","2575","/timesheet/PRAC-867  Validation Service - Service Address Change/Change Start/End Time ","","","","","End Time",""
"passed","Thu Feb 02 20:26:19 GMT 2023","Thu Feb 02 20:26:20 GMT 2023","1635","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Payor does not have a fee schedule for the service code in the appointment, a fee schedule needs to selected at the time of conversion","","","","","POST Payor does not have a fee schedule",""
"passed","Thu Feb 02 20:26:50 GMT 2023","Thu Feb 02 20:26:51 GMT 2023","346","/timesheet/PRAC-867  Validation Service - Service Address Change/Change Start/End Time ","","","","","Custom rate",""
"passed","Thu Feb 02 20:25:59 GMT 2023","Thu Feb 02 20:26:03 GMT 2023","3872","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Service notes must be at least 140 characters","","","","","POST Service notes must be at least 140 characters",""
"passed","Thu Feb 02 20:28:31 GMT 2023","Thu Feb 02 20:28:31 GMT 2023","315","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","GET Timesheet convert",""
"passed","Thu Feb 02 20:22:20 GMT 2023","Thu Feb 02 20:22:20 GMT 2023","187","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete","","","","","auth",""
"passed","Thu Feb 02 20:28:04 GMT 2023","Thu Feb 02 20:28:04 GMT 2023","196","/timesheet/PRAC-1177 - Warning text should be updated on validation Enum 146 Copy","","","","","Default rate",""
"passed","Thu Feb 02 20:24:15 GMT 2023","Thu Feb 02 20:24:17 GMT 2023","1956","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet CopayAmount is exceeded scale 18 and precision 5",""
"passed","Thu Feb 02 20:25:49 GMT 2023","Thu Feb 02 20:25:49 GMT 2023","183","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Admin notes are required","","","","","DELETE Service Code",""
"passed","Thu Feb 02 20:26:12 GMT 2023","Thu Feb 02 20:26:14 GMT 2023","2541","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Copay has a precision of 6 and scale of 2 (####.##)","","","","","POST Service Lines - Copay has a precision of 6 and scale of 2 (####.##)",""
"passed","Thu Feb 02 20:23:31 GMT 2023","Thu Feb 02 20:23:33 GMT 2023","1903","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet RateClient is exceeded scale 18 and precision 5",""
"passed","Thu Feb 02 20:26:04 GMT 2023","Thu Feb 02 20:26:04 GMT 2023","396","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - A fee schedule must be chosen","","","","","pre-requestSchedulingAddcourse",""
"passed","Thu Feb 02 20:22:33 GMT 2023","Thu Feb 02 20:22:34 GMT 2023","553","/timesheet/Setup","","","","","pre-requestSchedulingAddcourse",""
"passed","Thu Feb 02 20:28:19 GMT 2023","Thu Feb 02 20:28:19 GMT 2023","538","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","POST Converted Timesheet",""
"passed","Thu Feb 02 20:26:48 GMT 2023","Thu Feb 02 20:26:50 GMT 2023","1991","/timesheet/PRAC-866  Validation Service - Segment Start/End Time Modification/Service Lines - Copay has a precision of 6 and scale of 2 (####.##)","","","","","POST Copay has a precision of 6 and scale of 2 (####.##)",""
"passed","Thu Feb 02 20:27:25 GMT 2023","Thu Feb 02 20:27:27 GMT 2023","1851","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/Authorization is not authorized for general use","","","","","POST Authorization is not authorized for general use",""
"passed","Thu Feb 02 20:24:37 GMT 2023","Thu Feb 02 20:24:38 GMT 2023","257","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO/403 Copy","","","","","GET Event Timesheet by Event Id",""
"passed","Thu Feb 02 20:22:23 GMT 2023","Thu Feb 02 20:22:24 GMT 2023","575","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete","","","","","pre-requestSchedulingAddcourse",""
"passed","Thu Feb 02 20:28:35 GMT 2023","Thu Feb 02 20:28:35 GMT 2023","315","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","GET Timesheet convert",""
"passed","Thu Feb 02 20:22:01 GMT 2023","Thu Feb 02 20:22:02 GMT 2023","1502","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/DraftTimesheet -> Access permissions. - ZSquash1/Password1!/364908","","","","","GET Timesheet startDate",""
"passed","Thu Feb 02 20:23:47 GMT 2023","Thu Feb 02 20:23:47 GMT 2023","245","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","GET Timesheet",""
"passed","Thu Feb 02 20:22:42 GMT 2023","Thu Feb 02 20:22:44 GMT 2023","1424","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet ServiceDateScheduled is empty",""
"passed","Thu Feb 02 20:25:37 GMT 2023","Thu Feb 02 20:25:38 GMT 2023","195","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Client rates not setup","","","","","POST Create service code",""
"passed","Thu Feb 02 20:26:27 GMT 2023","Thu Feb 02 20:26:28 GMT 2023","268","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted Copy","","","","","create authorization",""
"passed","Thu Feb 02 20:26:47 GMT 2023","Thu Feb 02 20:26:48 GMT 2023","382","/timesheet/PRAC-866  Validation Service - Segment Start/End Time Modification/Service Lines - Copay has a precision of 6 and scale of 2 (####.##)","","","","","pre-requestSchedulingAddcourse",""
"passed","Thu Feb 02 20:21:28 GMT 2023","Thu Feb 02 20:21:29 GMT 2023","1408","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/Billing-> Access permissions - CGarcia6/Password1!/290681","","","","","GET Timesheet StartTimeMismatch",""
"passed","Thu Feb 02 20:24:54 GMT 2023","Thu Feb 02 20:24:54 GMT 2023","391","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","","GET Event Timesheet by Event Id",""
"passed","Thu Feb 02 20:23:59 GMT 2023","Thu Feb 02 20:24:00 GMT 2023","333","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","GET Timesheet",""
"passed","Thu Feb 02 20:21:04 GMT 2023","Thu Feb 02 20:21:04 GMT 2023","463","/timesheet/PRAC-719 Draft Timesheets API ","","","","","DELETE Timecheet",""
"passed","Thu Feb 02 20:22:33 GMT 2023","Thu Feb 02 20:22:33 GMT 2023","273","/timesheet/Setup","","","","","authOldAPI",""
"passed","Thu Feb 02 20:25:34 GMT 2023","Thu Feb 02 20:25:34 GMT 2023","192","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Deleted service code","","","","","POST Create service code",""
"passed","Thu Feb 02 20:27:52 GMT 2023","Thu Feb 02 20:27:53 GMT 2023","272","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Units of service must be a positive whole number","","","","","Custom rate",""
"passed","Thu Feb 02 20:28:33 GMT 2023","Thu Feb 02 20:28:33 GMT 2023","276","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","GET Timesheet convert",""
"passed","Thu Feb 02 20:23:25 GMT 2023","Thu Feb 02 20:23:27 GMT 2023","1560","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet RateProvider is less 0",""
"passed","Thu Feb 02 20:25:47 GMT 2023","Thu Feb 02 20:25:47 GMT 2023","258","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Admin notes are required","","","","","Edit service code",""
"passed","Thu Feb 02 20:19:50 GMT 2023","Thu Feb 02 20:19:51 GMT 2023","228","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Event Timesheet by Event Id",""
"passed","Thu Feb 02 20:20:06 GMT 2023","Thu Feb 02 20:20:07 GMT 2023","1677","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet  Filter by authorization between scheduled appointment and the draft timesheet",""
"passed","Thu Feb 02 20:25:42 GMT 2023","Thu Feb 02 20:25:42 GMT 2023","251","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service code requires authorization","","","","","Default rate",""
"passed","Thu Feb 02 20:27:57 GMT 2023","Thu Feb 02 20:27:57 GMT 2023","450","/timesheet/PRAC- 804 Validation Service-Type of Service/Type of service on the appointment changed","","","","","pre-requestSchedulingAddcourse",""
"passed","Thu Feb 02 20:27:23 GMT 2023","Thu Feb 02 20:27:23 GMT 2023","264","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/Invalid authorization","","","","","DELETE Service Code",""
"passed","Thu Feb 02 20:25:30 GMT 2023","Thu Feb 02 20:25:30 GMT 2023","213","/timesheet/PRAC-1177 - Warning text should be updated on validation Enum 146","","","","","Edit service code",""
"passed","Thu Feb 02 20:26:03 GMT 2023","Thu Feb 02 20:26:03 GMT 2023","213","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Service notes must be at least 140 characters","","","","","DELETE Service Code",""
"passed","Thu Feb 02 20:20:55 GMT 2023","Thu Feb 02 20:20:56 GMT 2023","271","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Event Timesheet",""
"passed","Thu Feb 02 20:19:47 GMT 2023","Thu Feb 02 20:19:49 GMT 2023","1618","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint/PRAC-953 - Sort","","","","","GET All Timesheets Sort-ExceptionCount",""
"passed","Thu Feb 02 20:20:56 GMT 2023","Thu Feb 02 20:20:56 GMT 2023","238","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","POST Insert Timesheet",""
"passed","Thu Feb 02 20:20:40 GMT 2023","Thu Feb 02 20:20:42 GMT 2023","1734","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by the provider's last name in descending order",""
"passed","Thu Feb 02 20:20:55 GMT 2023","Thu Feb 02 20:20:55 GMT 2023","510","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","pre-requestSchedulingAddcourse",""
"passed","Thu Feb 02 20:26:29 GMT 2023","Thu Feb 02 20:26:30 GMT 2023","257","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted Copy","","","","","Delete",""
"passed","Thu Feb 02 20:20:21 GMT 2023","Thu Feb 02 20:20:23 GMT 2023","2490","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by Custom ranges",""
"passed","Thu Feb 02 20:21:29 GMT 2023","Thu Feb 02 20:21:31 GMT 2023","1424","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/Billing-> Access permissions - CGarcia6/Password1!/290681","","","","","GET Timesheet DateMismatch",""
"passed","Thu Feb 02 20:26:18 GMT 2023","Thu Feb 02 20:26:18 GMT 2023","267","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Payor does not have a fee schedule for the service code in the appointment, a fee schedule needs to selected at the time of conversion","","","","","Default rate",""
"passed","Thu Feb 02 20:20:44 GMT 2023","Thu Feb 02 20:20:46 GMT 2023","2851","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by the number of exceptions in descending order",""
"passed","Thu Feb 02 20:25:10 GMT 2023","Thu Feb 02 20:25:10 GMT 2023","207","/timesheet/PRAC-1163 - A post on ?billingmanager/loadnotes not returning id values - It's always returning Id 0","","","","","authOldAPI",""
"passed","Thu Feb 02 20:26:18 GMT 2023","Thu Feb 02 20:26:18 GMT 2023","186","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Restrict Early Timesheet Conversion","","","","","DELETE Service Code",""
"passed","Thu Feb 02 20:26:27 GMT 2023","Thu Feb 02 20:26:27 GMT 2023","237","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted Copy","","","","","Default rate",""
"passed","Thu Feb 02 20:26:59 GMT 2023","Thu Feb 02 20:27:00 GMT 2023","455","/timesheet/PRAC-841 Timesheet Exception Migration Group 4: Authorizations & Scheduling/There was no authorization or billing code setup with the selected appointment","","","","","pre-requestSchedulingAddcourse",""
"passed","Thu Feb 02 20:27:12 GMT 2023","Thu Feb 02 20:27:12 GMT 2023","343","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/Provider is not in network with the client","","","","","Custom rate",""
"passed","Thu Feb 02 20:26:14 GMT 2023","Thu Feb 02 20:26:15 GMT 2023","209","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Copay has a precision of 6 and scale of 2 (####.##)","","","","","DELETE Service Code",""
"passed","Thu Feb 02 20:25:33 GMT 2023","Thu Feb 02 20:25:33 GMT 2023","469","/timesheet/PRAC-902 - Visit Verification Flag for Mobile GetScheduleEvent Endpoint","","","","","pre-requestSchedulingAddcourse",""
"passed","Thu Feb 02 20:20:46 GMT 2023","Thu Feb 02 20:20:47 GMT 2023","586","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","DELETE Timecheet",""
"passed","Thu Feb 02 20:26:50 GMT 2023","Thu Feb 02 20:26:50 GMT 2023","329","/timesheet/PRAC-867  Validation Service - Service Address Change/Change Start/End Time ","","","","","Default rate",""
"passed","Thu Feb 02 20:22:17 GMT 2023","Thu Feb 02 20:22:18 GMT 2023","194","/timesheet/PRAC-951 - Draft Time Sheet API - Update and Delete/403","","","","","Login as Zucchini Squash to api",""
"passed","Thu Feb 02 20:25:49 GMT 2023","Thu Feb 02 20:25:50 GMT 2023","247","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Admin notes must be at least 140 characters","","","","","Default rate",""
"passed","Thu Feb 02 20:28:37 GMT 2023","Thu Feb 02 20:28:37 GMT 2023","256","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","GET Timesheet convert",""
"passed","Thu Feb 02 20:27:39 GMT 2023","Thu Feb 02 20:27:39 GMT 2023","289","/timesheet/PRAC-840 Timesheet Exception Migration Group 3: Timesheet Conversion Requirements/Service Lines - Service date is required","","","","","POST Create service code",""
"passed","Thu Feb 02 20:21:16 GMT 2023","Thu Feb 02 20:21:17 GMT 2023","1445","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/Billing-> Access permissions - CGarcia6/Password1!/290681","","","","","GET Timesheet sort - StartTime",""
"failed","Thu Feb 02 20:24:54 GMT 2023","Thu Feb 02 20:24:57 GMT 2023","2389","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","","POST Timesheets Convert-Appointment Id",""
"passed","Thu Feb 02 20:20:33 GMT 2023","Thu Feb 02 20:20:35 GMT 2023","2040","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","GET Timesheet Filter by time in descending order",""
"passed","Thu Feb 02 20:25:30 GMT 2023","Thu Feb 02 20:25:33 GMT 2023","2471","/timesheet/PRAC-1177 - Warning text should be updated on validation Enum 146","","","","","POST Service notes are required",""
"passed","Thu Feb 02 20:24:53 GMT 2023","Thu Feb 02 20:24:54 GMT 2023","491","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","","pre-requestSchedulingAddcourse",""
"passed","Thu Feb 02 20:23:40 GMT 2023","Thu Feb 02 20:23:40 GMT 2023","250","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","GET Timesheet",""
"passed","Thu Feb 02 20:28:02 GMT 2023","Thu Feb 02 20:28:02 GMT 2023","278","/timesheet/PRAC-1185 - Update language of verification exception","","","","","GET Event Timesheet by Event Id",""
"passed","Thu Feb 02 20:28:04 GMT 2023","Thu Feb 02 20:28:04 GMT 2023","206","/timesheet/PRAC-1177 - Warning text should be updated on validation Enum 146 Copy","","","","","POST Create service code",""
"passed","Thu Feb 02 20:19:31 GMT 2023","Thu Feb 02 20:19:31 GMT 2023","427","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint/PRAC-953 - Sort","","","","","pre-requestSchedulingAddcourse for Client-290555(Clara Plante) and Employee-361275(Tuna Fish)",""
"passed","Thu Feb 02 20:25:06 GMT 2023","Thu Feb 02 20:25:06 GMT 2023","145","/timesheet/PRAC-1132 - The API endpoint for Edit and Convert timesheet is not allowing empty fee schedule id vlaue to be passed","","","","","GET Event Timesheet by Event Id 400",""
"passed","Thu Feb 02 20:25:46 GMT 2023","Thu Feb 02 20:25:46 GMT 2023","268","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Service Lines - Admin notes are required","","","","","Default rate",""
"passed","Thu Feb 02 20:27:32 GMT 2023","Thu Feb 02 20:27:32 GMT 2023","327","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment is no longer active","","","","","Custom rate",""
"passed","Thu Feb 02 20:25:34 GMT 2023","Thu Feb 02 20:25:34 GMT 2023","183","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Deleted service code","","","","","Custom rate",""
"passed","Thu Feb 02 20:25:10 GMT 2023","Thu Feb 02 20:25:10 GMT 2023","194","/timesheet/PRAC-1163 - A post on ?billingmanager/loadnotes not returning id values - It's always returning Id 0","","","","","auth",""
"passed","Thu Feb 02 20:27:15 GMT 2023","Thu Feb 02 20:27:15 GMT 2023","342","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment has already been converted","","","","","POST Create service code",""
"passed","Thu Feb 02 20:19:12 GMT 2023","Thu Feb 02 20:19:13 GMT 2023","1533","/timesheet/Setup","","","","","GET Event Timesheet by Event Id",""
"passed","Thu Feb 02 20:25:33 GMT 2023","Thu Feb 02 20:25:34 GMT 2023","199","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Deleted service code","","","","","auth",""
"passed","Thu Feb 02 20:27:31 GMT 2023","Thu Feb 02 20:27:31 GMT 2023","275","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/Authorization expired or not valid for service date","","","","","DELETE Service Code",""
"passed","Thu Feb 02 20:24:51 GMT 2023","Thu Feb 02 20:24:53 GMT 2023","1825","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","","POST Timesheets Convert-Appointment Id 400",""
"passed","Thu Feb 02 20:23:21 GMT 2023","Thu Feb 02 20:23:23 GMT 2023","1936","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","PUT Update Timesheet DriveMileageScheduled is less 0",""
"passed","Thu Feb 02 20:24:46 GMT 2023","Thu Feb 02 20:24:46 GMT 2023","202","/timesheet/PRAC-1027 - Update New Timesheet Endpoints for Updated DTO","","","","","POST Insert Timesheet",""
"passed","Thu Feb 02 20:21:35 GMT 2023","Thu Feb 02 20:21:37 GMT 2023","2046","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/Billing-> Access permissions - CGarcia6/Password1!/290681","","","","","GET Timesheet ClientSig",""
"passed","Thu Feb 02 20:25:25 GMT 2023","Thu Feb 02 20:25:25 GMT 2023","474","/timesheet/PRAC-1224 Timesheets API - Return Resource Name for Draft & Converted Timesheets","","","","","POST Converted Timesheet",""
"passed","Thu Feb 02 20:26:23 GMT 2023","Thu Feb 02 20:26:23 GMT 2023","276","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Authorization deleted","","","","","create authorization",""
"passed","Thu Feb 02 20:28:21 GMT 2023","Thu Feb 02 20:28:22 GMT 2023","312","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","GET Timesheet convert",""
"passed","Thu Feb 02 20:27:16 GMT 2023","Thu Feb 02 20:27:17 GMT 2023","797","/timesheet/PRAC-838 Timesheet Exception Migration Group 1: Security & Permissions/The appointment has already been converted","","","","","POST Converted Timesheet",""
"passed","Thu Feb 02 20:28:26 GMT 2023","Thu Feb 02 20:28:28 GMT 2023","1659","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint","","","","","PUT Converted Timesheet EndTime",""
"passed","Thu Feb 02 20:28:17 GMT 2023","Thu Feb 02 20:28:17 GMT 2023","350","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint/Billing > Timesheets > Allow Conversion Modification /The employee doesn't have permission","","","","","auth",""
"passed","Thu Feb 02 20:21:43 GMT 2023","Thu Feb 02 20:21:45 GMT 2023","1438","/timesheet/PRAC-953 - Draft Time Sheet API - Get Timesheet List/DraftTimesheet -> Access permissions. - ZSquash1/Password1!/364908","","","","","GET Timesheet sort - ClientLastName",""
"passed","Thu Feb 02 20:26:40 GMT 2023","Thu Feb 02 20:26:40 GMT 2023","284","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Note Template Required","","","","","Custom rate",""
"passed","Thu Feb 02 20:26:36 GMT 2023","Thu Feb 02 20:26:36 GMT 2023","261","/timesheet/PRAC-839 Timesheet Exception Migration Group 2: Service Code & Fee Schedule Setup/Notes - Fields are required","","","","","Custom rate",""
"passed","Thu Feb 02 20:28:17 GMT 2023","Thu Feb 02 20:28:17 GMT 2023","340","/timesheet/PRAC-1004  Converted Timesheet PUT endpoint/Billing > Timesheets > Allow Conversion Modification /The employee doesn't have permission","","","","","authOldAPI",""
"passed","Thu Feb 02 20:20:10 GMT 2023","Thu Feb 02 20:20:10 GMT 2023","252","/timesheet/PRAC-957 - Draft Timesheet API - List Endpoint","","","","","POST Insert Timesheet",""
"passed","Thu Feb 02 20:18:37 GMT 2023","Thu Feb 02 20:18:38 GMT 2023","563","Auth","","","","","auth",""
"passed","Thu Feb 02 20:23:23 GMT 2023","Thu Feb 02 20:23:23 GMT 2023","279","/timesheet/PRAC-954 - Draft Time Sheet API - Validate Incoming Timesheet","","","","","GET Timesheet",""
