"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 10 19:52:26 GMT 2023","Fri Mar 10 19:52:27 GMT 2023","389","Auth","","","","","authOldAPI",""
"passed","Fri Mar 10 19:52:29 GMT 2023","Fri Mar 10 19:52:30 GMT 2023","976","/abctemplate","","","","","/abctemplate/testPostCopyTemplateById",""
"passed","Fri Mar 10 19:52:26 GMT 2023","Fri Mar 10 19:52:26 GMT 2023","465","Auth","","","","","auth",""
"passed","Fri Mar 10 19:52:36 GMT 2023","Fri Mar 10 19:52:37 GMT 2023","986","/abctemplate","","","","","/abctemplate/testDeleteOptionToTemplate",""
"passed","Fri Mar 10 19:52:38 GMT 2023","Fri Mar 10 19:52:39 GMT 2023","1046","/abctemplate","","","","","/abctemplate/testDeleteTemplateById",""
"passed","Fri Mar 10 19:52:30 GMT 2023","Fri Mar 10 19:52:31 GMT 2023","944","/abctemplate","","","","","/abctemplate/testGetTemplateById",""
"passed","Fri Mar 10 19:52:32 GMT 2023","Fri Mar 10 19:52:33 GMT 2023","1029","/abctemplate","","","","","/abctemplate/testAddNewTemplateColumn",""
"passed","Fri Mar 10 19:52:33 GMT 2023","Fri Mar 10 19:52:34 GMT 2023","966","/abctemplate","","","","","/abctemplate/testPutOptionToTemplate",""
"passed","Fri Mar 10 19:52:37 GMT 2023","Fri Mar 10 19:52:38 GMT 2023","990","/abctemplate","","","","","/abctemplate/testDeleteNewTemplateColumn",""
"passed","Fri Mar 10 19:52:28 GMT 2023","Fri Mar 10 19:52:29 GMT 2023","1035","/abctemplate","","","","","/abctemplate/testPutTemplates",""
"passed","Fri Mar 10 19:52:27 GMT 2023","Fri Mar 10 19:52:28 GMT 2023","1415","/abctemplate","","","","","/abctemplate/testGetAllTemplates",""
"passed","Fri Mar 10 19:52:34 GMT 2023","Fri Mar 10 19:52:35 GMT 2023","950","/abctemplate","","","","","/abctemplate/testPutFunctionToOptionOfTemplate",""
"passed","Fri Mar 10 19:52:31 GMT 2023","Fri Mar 10 19:52:32 GMT 2023","1021","/abctemplate","","","","","/abctemplate/testPostShareTemplateById",""
"passed","Fri Mar 10 19:52:35 GMT 2023","Fri Mar 10 19:52:36 GMT 2023","1040","/abctemplate","","","","","/abctemplate/testDeleteFunctionToOptionOfTemplate",""
